0	1	2	3	4	5	6
NUP54	0	0	0	0	0	0	0
NUP58	0	0	0	0	0	0	0
NUP62	0	0	0	0	0	0	0
NUP62CL	0	0	0	0	0	0	0
NUP85	0	0	0	0	0	0	0
NUP88	0	0	0	0	0	0	0
NUP93	0	0	0	0	0	0	0
NUP98	0	0	0	0	0	0	0
NUPL2	0	0	0	0	0	0	0
NUPR2	0	0	0	0	0	0	0
NUS1	0	0	0	0	0	0	0
NUSAP1	0	0	0	0	0	0	0
NUTF2	0	0	0	0	0	0	0
NUTM2A-AS1	0	0	0	0	0	0	0
NUTM2B-AS1	0	0	0	0	0	0	0
NVL	0	0	0	0	0	0	0
NXF1	0	0	0	0	0	0	0
NXPE3	0	0	0	0	0	0	0
NXT1	0	0	0	0	0	0	0
NXT2	0	0	0	0	0	0	0
NYAP2	0	0	0	0	0	0	0
NYNRIN	0	0	0	0	0	0	0
OAF	0	0	0	0	0	0	0
OARD1	0	0	0	0	0	0	0
OAS1	0	0	0	0	0	0	0
OAS2	0	0	0	0	0	0	0
OAS3	0	0	0	0	0	0	0
OASL	0	0	0	0	0	0	0
OAT	0	0	0	0	0	0	0
OAZ1	0	0	0	0	0	0	0
OAZ2	0	0	0	0	0	0	0
OAZ3	0	0	0	0	0	0	0
OBFC1	0	0	0	0	0	0	0
OBSCN	0	0	0	0	0	0	0
OBSL1	0	0	0	0	0	0	0
OCEL1	0	0	0	0	0	0	0
OCIAD1	0	0	0	0	0	0	0
OCIAD2	0	0	0	0	0	0	0
OCLN	0	0	0	0	0	0	0
OCM	0	0	0	0	0	0	0
ODC1	0	0	0	0	0	0	0
ODF2	0	0	0	0	0	0	0
ODF2L	0	0	0	0	0	0	0
ODF3B	0	0	0	0	0	0	0
OFD1	0	0	0	0	0	0	0
OGDH	0	0	0	0	0	0	0
OGFOD1	0	0	0	0	0	0	0
OGFOD2	0	0	0	0	0	0	0
OGFOD3	0	0	0	0	0	0	0
OGFR	0	0	0	0	0	0	0
OGFRL1	0	0	0	0	0	0	0
OGG1	0	0	0	0	0	0	0
OGN	0	0	0	0	0	0	0
OGT	0	0	0	0	0	0	0
OIP5	0	0	0	0	0	0	0
OLA1	0	0	0	0	0	0	0
OLAH	0	0	0	0	0	0	0
OLFM2	0	0	0	0	0	0	0
OLMALINC	0	0	0	0	0	0	0
OMA1	0	0	0	0	0	0	0
OOEP	0	0	0	0	0	0	0
OPA1	0	0	0	0	0	0	0
OPA3	0	0	0	0	0	0	0
OPLAH	0	0	0	0	0	0	0
OPN3	0	0	0	0	0	0	0
OPRL1	0	0	0	0	0	0	0
OPRM1	0	0	0	0	0	0	0
OPTN	0	0	0	0	0	0	0
OR2A1-AS1	0	0	0	0	0	0	0
ORAI1	0	0	0	0	0	0	0
ORAI2	0	0	0	0	0	0	0
ORAI3	0	0	0	0	0	0	0
ORAOV1	0	0	0	0	0	0	0
ORC1	0	0	0	0	0	0	0
ORC2	0	0	0	0	0	0	0
ORC3	0	0	0	0	0	0	0
ORC4	0	0	0	0	0	0	0
ORC5	0	0	0	0	0	0	0
ORC6	0	0	0	0	0	0	0
ORMDL1	0	0	0	0	0	0	0
ORMDL2	0	0	0	0	0	0	0
ORMDL3	0	0	0	0	0	0	0
OS9	0	0	0	0	0	0	0
OSBP	0	0	0	0	0	0	0
OSBP2	0	0	0	0	0	0	0
OSBPL10	0	0	0	0	0	0	0
OSBPL11	0	0	0	0	0	0	0
OSBPL1A	0	0	0	0	0	0	0
OSBPL2	0	0	0	0	0	0	0
OSBPL3	0	0	0	0	0	0	0
OSBPL5	0	0	0	0	0	0	0
OSBPL7	0	0	0	0	0	0	0
OSBPL8	0	0	0	0	0	0	0
OSBPL9	0	0	0	0	0	0	0
OSCAR	0	0	0	0	0	0	0
OSCP1	0	0	0	0	0	0	0
OSER1	0	0	0	0.414475172655065	0	0	0
OSER1-AS1	0	0	0	0	0	0	0
OSGEP	0	0	0	0	0	0	0
OSGEPL1	0	0	0	0	0	0	0
OSGEPL1-AS1	0	0	0	0	0	0	0
OSGIN2	0	0	0	0	0	0	0
OSM	0	0	0	0	0	0	0
OSR2	0	0	0	0	0	0	0
OST4	0	0	0	0	0	0	0
OSTC	0	0	0	0	0	0	0
OSTF1	0	0	0	0	0	0	0
OSTM1	0	0	0	0	0	0	0
OTUB1	0	0	0	0	0	0	0
OTUD1	0	0	0	0	0	0	0
OTUD3	0	0	0	0	0	0	0
OTUD4	0	0	0	0	0	0	0
OTUD5	0	0	0	0	0	0	0
OTUD6B	0	0	0	0	0	0	0
OTUD6B-AS1	0	0	0	0	0	0	0
OTUD7A	0	0	0	0	0	0	0
OTUD7B	0	0	0	0	0	0	0
OTULIN	0	0	0	0	0	0	0
OVCA2	0	0	0	0	0	0	0
OVCH1-AS1	0	0	0	0	0	0	0
OVGP1	0	0	0	0	0	0	0
OVOS2	0	0	0	0	0	0	0
OXA1L	0	0	0	0	0	0	0
OXCT1	0	0	0	0	0	0	0
OXCT2	0	0	0	0	0	0	0
OXLD1	0	0	0	0	0	0	0
OXNAD1	0	0	0	0	0	0	0.307294242970839
OXR1	0	0	0	0	0	0	0
OXSM	0	0	0	0	0	0	0
OXSR1	0	0	0	0	0	0	0
OXT	0	0	0	0	0	0	0
P2RX1	0	0	0	0	0	0	0
P2RX4	0	0	0	0	0	0	0
P2RX5	0	0	0	0	0	0	0
P2RX5-TAX1BP3	0	0	0	0	0	0	0
P2RX6	0	0	0	0	0	0	0
P2RX7	0	0	0	0	0	0	0
P2RY10	0	0	0	0	0	0	0
P2RY11	0	0	0	0	0	0	0
P2RY14	0	0	0	0	0	0	0
P2RY6	0	0	0	0	0	0	0
P2RY8	0	0	0	0	0	0	0
P3H1	0	0	0	0	0	0	0
P3H3	0	0	0	0	0	0	0
P3H4	0	0	0	0	0	0	0
P4HA1	0	0	0	0	0	0	0
P4HA3	0	0	0	0	0	0	0
P4HB	0	0	0	0	0	0	0
P4HTM	0	0	0	0	0	0	0
PA2G4	0	0	0	0	0	0	0
PAAF1	0	0	0	0	0	0	0
PABPC1	0	0	0	0	0	0	0
PABPC1L	0	0	0	0	0	0	0
PABPC3	0	0	0	0	0	0	0
PABPC4	0	0	0	0	0	0	0
PABPN1	0	0	0	0	0	0	0
PACRG	0	0	0	0	0	0	0
PACRGL	0	0	0	0	0	0	0
PACS1	0	0	0	0	0	0	0
PACS2	0	0	0	0	0	0	0
PACSIN1	0	0	0	0	0	0	0
PACSIN2	0	0	0	0	0	0	0
PADI2	0	0	0	0	0	0	0
PADI4	0	0	0	0	0	0	0
PAF1	0	0	0	0	0	0	0
PAFAH1B1	0	0	0	0	0	0	0
PAFAH1B2	0	0	0	0	0	0	0
PAFAH1B3	0	0	0	0	0	0	0
PAFAH2	0	0	0	0	0	0	0
PAG1	0	0	0	0	0	0	0
PAGE5	0	0	0	0	0	0	0
PAGR1	0	0	0	0	0	0	0
PAICS	0	0	0	0	0	0	0
PAIP1	0	0	0	0	0	0	0
PAIP2	0	0	0	0	0	0	0
PAIP2B	0	0	0	0	0	0	0
PAK1	0	0	0	0	0	0	0
PAK1IP1	0	0	0	0	0	0	0
PAK2	0	0	0	0	0	0	0
PAK3	0	0	0	0	0	0	0
PAK4	0	0	0	0	0	0	0
PALB2	0	0	0	0	0	0	0
PALLD	0	0	0	0	0	0	0
PAM	0	0	0	0	0	0	0
PAM16	0	0	0	0	0	0	0
PAN2	0	0	0	0	0	0	0
PAN3	0	0	0	0	0	0	0
PAN3-AS1	0	0	0	0	0	0	0
PANK1	0	0	0	0	0	0	0
PANK2	0	0	0	0	0	0	0
PANK3	0	0	0	0	0	0	0
PANK4	0	0	0	0	0	0	0
PANO1	0	0	0	0	0	0	0
PANX1	0	0	0	0	0	0	0
PAOX	0	0	0	0	0	0	0
PAPD4	0	0	0	0	0	0	0
PAPD5	0	0	0	0	0	0	0
PAPD7	0	0	0	0	0	0	0
PAPOLA	0	0	0	0	0	0	0
PAPOLB	0	0	0	0	0	0	0
PAPOLG	0	0	0	0	0	0	0
PAPPA	0	0	0	0	0	0	0
PAPSS1	0	0	0	0	0	0	0
PAQR3	0	0	0	0	0	0	0
PAQR4	0	0	0	0	0	0	0
PAQR6	0	0	0	0	0	0	0
PAQR7	0	0	0	0	0	0	0
PAQR8	0	0	0	0	0	0	0
PARD3B	0	0	0	0	0	0	0
PARD6A	0	0	0	0	0	0	0
PARD6B	0	0	0	0	0	0	0
PARD6G	0	0	0	0	0	0	0
PARG	0	0	0	0	0	0	0
PARK2	0	0	0	0	0	0	0
PARK7	0	0	0	0	0	0	0
PARL	0	0	0	0	0	0	0
PARM1	0	0	0	0	0	0	0
PARN	0	0	0	0	0	0	0
PARP1	0	0	0	0	0	0	0
PARP10	0	0	0	0	0	0	0
PARP11	0	0	0	0	0	0	0
PARP12	0	0	0	0	0	0	0
PARP14	0	0	0	0	0	0	0
PARP15	0	0	0	0	0	0	0
PARP16	0	0	0	0	0	0	0
PARP2	0	0	0	0	0	0	0
PARP3	0	0	0	0	0	0	0
PARP4	0	0	0	0	0	0	0
PARP6	0	0	0	0	0	0	0
PARP8	0	0	0	0	0	0	0
PARP9	0	0	0	0	0	0	0
PARPBP	0	0	0	0	0	0	0
PARS2	0	0	0	0	0	0	0
PART1	0	0	0	0	0	0	0
PARVA	0	0	0	0	0	0	0
PARVB	0	0	0	0	0	0	0
PARVG	0	0	0	0	0	0	0
PASK	0	0	0	0	0	0	0
PATL1	0	0	0	0	0	0	0
PATL2	0	0	0	0	0	0	0
PATZ1	0	0	0	0	0	0	0
PAWR	0	0	0	0	0	0	0
PAX8	0	0	0	0	0	0	0
PAXBP1	0	0	0	0	0	0	0
PAXBP1-AS1	0	0	0	0	0	0	0
PAXIP1	0	0	0	0	0	0	0
PAXIP1-AS1	0	0	0	0	0	0	0
PAXIP1-AS2	0	0	0	0	0	0	0
PBDC1	0	0	0	0	0	0	0
PBLD	0	0	0	0	0	0	0
PBRM1	0	0	0	0	0	0	0
PBX1	0	0	0	0	0	0	0
PBX2	0	0	0	0	0	0	0
PBX3	0	0	0	0	0	0	0
PBX4	0	0	0	0	0	0	0
PBXIP1	0	0	0	0	0	0	0
PC	0	0	0	0	0	0	0
PCAT1	0	0	0	0	0	0	0
PCAT19	0	0	0	0	0	0	0
PCAT29	0	0	0	0	0	0	0
PCAT6	0	0	0	0	0	0	0
PCAT7	0	0	0	0	0	0	0
PCBD1	0	0	0	0	0	0	0
PCBD2	0	0	0	0	0	0	0
PCBP1	0	0	0	0	0	0	0
PCBP2	0	0	0	0	0	0	0
PCBP3	0	0	0	0	0	0	0
PCBP4	0	0	0	0	0	0	0
PCCA	0	0	0	0	0	0	0
PCCB	0	0	0	0	0	0	0
PCDH11X	0	0	0	0	0	0	0
PCDH11Y	0	0	0	0	0	0	0
PCDH9	0	0	0	0	0	0	0
PCDHB1	0	0	0	0	0	0	0
PCDHB9	0	0	0	0	0	0	0
PCDHGA8	0	0	0	0	0	0	0
PCED1A	0	0	0	0	0	0	0
PCED1B	0	0	0	0	0	0	0
PCF11	0	0	0	0	0	0	0
PCF11-AS1	0	0	0	0	0	0	0
PCGF1	0	0	0	0	0	0	0
PCGF3	0	0	0	0	0	0	0
PCGF5	0	0	0	0	0	0	0
PCGF6	0	0	0	0	0	0	0
PCID2	0	0	0	0	0	0	0
PCIF1	0	0	0	0	0	0	0
PCK2	0	0	0	0	0	0	0
PCM1	0	0	0	0	0	0	0
PCMT1	0	0	0	0	0	0	0
PCMTD1	0	0	0	0	0	0	0
PCMTD2	0	0	0	0	0	0	0
PCNA	0	0	0	0	0	0	0
PCNP	0	0	0	0	0	0	0
PCNT	0	0	0	0	0	0	0
PCNX	0	0	0	0	0	0	0
PCNXL2	0	0	0	0	0	0	0
PCNXL3	0	0	0	0	0	0	0
PCNXL4	0	0	0	0	0	0	0
PCOLCE	0	0	0	0	0	0	0
PCOLCE-AS1	0	0	0	0	0	0	0
PCP2	0	0	0	0	0	0	0
PCSK1N	0	0	0	0	0	0	0
PCSK4	0	0	0	0	0	0	0
PCSK5	0	0	0	0	0	0	0
PCSK6	0	0	0	0	0	0	0
PCSK7	0	0	0	0	0	0	0
PCTP	0	0	0	0	0	0	0
PCYOX1	0	0	0	0	0	0	0
PCYOX1L	0	0	0	0	0	0	0
PCYT1A	0	0	0	0	0	0	0
PCYT2	0	0	0	0	0	0	0
PDAP1	0	0	0	0	0	0	0
PDCD1	0	0	0	0	0	0	0
PDCD10	0	0	0	0	0	0	0
PDCD11	0	0	0	0	0	0	0
PDCD1LG2	0	0	0	0	0	0	0
PDCD2	0	0	0	0	0	0	0
PDCD2L	0	0	0	0	0	0	0
PDCD4	0	0	0	0	0	0	0
PDCD4-AS1	0	0	0	0	0	0	0
PDCD5	0	0	0	0	0	0	0
PDCD6	0	0	0	0	0	0	0
PDCD6IP	0	0	0	0	0	0	0
PDCD7	0	0	0	0	0	0	0
PDCL	0	0	0	0	0	0	0
PDCL3	0	0	0	0	0	0	0
PDDC1	0	0	0	0	0	0	0
PDE12	0	0	0	0	0	0	0
PDE1B	0	0	0	0	0	0	0
PDE2A	0	0	0	0	0	0	0
PDE3B	0	0	0	0	0	0	0
PDE4A	0	0	0	0	0	0	0
PDE4B	0	0	0	0	0	0	0
PDE4C	0	0	0	0	0	0	0
PDE4D	0	0	0	0	0	0	0
PDE4DIP	0	0	0	0	0	0	0
PDE5A	0	0	0	0	0	0	0
PDE6A	0	0	0	0	0	0	0
PDE6B	0	0	0	0	0	0	0
PDE6D	0	0	0	0	0	0	0
PDE6G	0	0	0	0	0	0	0
PDE7A	0	0	0	0	0	0	0
PDE7B	0	0	0	0	0	0	0
PDE8A	0	0	0	0	0	0	0
PDE9A	0	0	0	0	0	0	0
PDF	0	0	0	0	0	0	0
PDGFB	0	0	0	0	0	0	0
PDGFD	0	0	0	0	0	0	0
PDGFRB	0	0	0	0	0	0	0
PDHA1	0	0	0	0	0	0	0
PDHB	0	0	0	0	0	0	0
PDHX	0	0	0	0	0	0	0
PDIA3	0	0	0	0	0	0	0
PDIA4	0	0	0	0	0	0	0
PDIA5	0	0	0	0	0	0	0
PDIA6	0	0	0	0	0	0	0
PDIK1L	0	0	0	0	0	0	0
PDK1	0	0	0	0	0	0	0
PDK2	0	0	0	0	0	0	0
PDK3	0	0	0	0	0	0	0
PDLIM1	0	0	0	0	0	0	0
PDLIM2	0	0	0	0	0	0	0
PDLIM3	0	0	0	0	0	0	0
PDLIM5	0	0	0	0	0	0	0
PDLIM7	0	0	0	0	0	0	0
PDP1	0	0	0	0	0	0	0
PDP2	0	0	0	0	0	0	0
PDPK1	0	0	0	0	0	0	0
PDPR	0	0	0	0	0	0	0
PDRG1	0	0	0	0	0	0	0
PDS5A	0	0	0	0	0	0	0
PDS5B	0	0	0	0	0	0	0
PDSS1	0	0	0	0	0	0	0
PDSS2	0	0	0	0	0	0	0
PDXDC1	0	0	0	0	0	0	0
PDXK	0	0	0	0	0	0	0
PDZD11	0	0	0	0	0	0	0
PDZD2	0	0	0	0	0	0	0
PDZD4	0	0	0	0	0	0	0
PDZD7	0	0	0	0	0	0	0
PDZD8	0	0	0	0	0	0	0
PDZK1	0	0	0	0	0	0	0
PEA15	0	0	0	0	0	0	0
PEAK1	0	0	0	0	0	0	0
PEBP1	0	0	0	0	0	0	0
PECAM1	0	0	0	0	0	0	0
PECR	0	0	0	0	0	0	0
PEF1	0	0	0	0	0	0	0
PEG10	0	0	0	0	0	0	0
PEG3	0	0	0	0	0	0	0
PELI1	0	0	0	0	0	0	0
PELI2	0	0	0	0	0	0	0
PELI3	0	0	0	0	0	0	0
PELO	0	0	0	0	0	0	0
PELP1	0	0	0	0	0	0	0
PEMT	0	0	0	0	0	0	0
PEPD	0	0	0	0	0	0	0
PER1	0	0	0	0	0	0	0
PER2	0	0	0	0	0	0	0
PER3	0	0	0	0	0	0	0
PERP	0	0	0	0	0	0	0
PES1	0	0	0	0	0	0	0
PET100	0	0	0	0	0	0	0
PET117	0	0	0	0	0	0	0
PEX1	0	0	0	0	0	0	0
PEX10	0	0	0	0	0	0	0
PEX11A	0	0	0	0	0	0	0
PEX11B	0	0	0	0	0	0	0
PEX11G	0	0	0	0	0	0	0
PEX12	0	0	0	0	0	0	0
PEX13	0	0	0	0	0	0	0
PEX14	0	0	0	0	0	0	0
PEX16	0	0	0	0	0	0	0
PEX19	0	0	0	0	0	0	0
PEX2	0	0	0	0	0	0	0
PEX26	0	0	0	0	0	0	0
PEX3	0	0	0	0	0	0	0
PEX5	0	0	0	0	0	0	0
PEX6	0	0	0	0	0	0	0
PEX7	0	0	0	0	0	0	0
PFAS	0	0	0	0	0	0	0
PFDN1	0	0	0	0	0	0	0
PFDN2	0	0	0	0	0	0	0
PFDN4	0	0	0	0	0	0	0
PFDN5	0	0	0	0	0	0	0
PFDN6	0	0	0	0	0	0	0
PFKFB2	0	0	0	0	0	0	0
PFKFB3	0	0	0	0	0	0	0
PFKFB4	0	0	0	0	0	0	0
PFKL	0	0	0	0	0	0	0
PFKM	0	0	0	0	0	0	0
PFKP	0	0	0	0	0	0	0
PFN1	9.32010539734904	0	0	0	0	0	0
PFN2	0	0	0	0	0	0	0
PFN4	0	0	0	0	0	0	0
PGAM1	0	0	0	0	0	0	0
PGAM2	0	0	0	0	0	0	0
PGAM4	0	0	0	0	0	0	0
PGAM5	0	0	0	0	0	0	0
PGAP1	0	0	0	0	0	0	0
PGAP2	0	0	0	0	0	0	0
PGAP3	0	0	0	0	0	0	0
PGBD1	0	0	0	0	0	0	0
PGBD2	0	0	0	0	0	0	0
PGBD4	0	0	0	0	0	0	0
PGD	0	0	0	0	0	0	0
PGF	0	0	0	0	0	0	0
PGGT1B	0	0	0	0	0	0	0
PGK1	0	0	0	0	0	0	0
PGLS	0	0	0	0	0	0	0
PGLYRP2	0	0	0	0	0	0	0
PGM1	0	0	0	0	0	0	0
PGM2	0	0	0	0	0	0	0
PGM2L1	0	0	0	0	0	0	0
PGM3	0	0	0	0	0	0	0
PGM5P2	0	0	0	0	0	0	0
PGP	0	0	0	0	0	0	0
PGPEP1	0	0	0	0	0	0	0
PGRMC1	0	0	0	0	0	0	0
PGRMC2	0	0	0	0	0	0	0
PGS1	0	0	0	0	0	0	0
PHACTR1	0	0	0	0	0	0	0
PHACTR2	0	0	0	0	0	0	0
PHACTR4	0	0	0	0	0	0	0
PHAX	0	0	0	0	0	0	0
PHB	0	0	0	0	0	0	0
PHB2	0	0	0	0	0	0	0
PHC1	0	0	0	0	0	0	0
PHC2	0	0	0	0	0	0	0
PHC3	0	0	0	0	0	0	0
PHEX	0	0	0	0	0	0	0
PHF1	0	0	0	0	0	0	0
PHF10	0	0	0	0	0	0	0
PHF11	0	0	0	0	0	0	0
PHF12	0	0	0	0	0	0	0
PHF13	0	0	0	0	0	0	0
PHF14	0	0	0	0	0	0	0
PHF19	0	0	0	0	0	0	0
PHF2	0	0	0	0	0	0	0
PHF20	0	0	0	0	0	0	0
PHF20L1	0	0	0	0	0	0	0
PHF21A	0	0	0	0	0	0	0
PHF23	0	0	0	0	0	0	0
PHF3	0	0	0	0	0	0	0
PHF5A	0	0	0	0	0	0	0
PHF6	0	0	0	0	0	0	0
PHF7	0	0	0	0	0	0	0
PHF8	0	0	0	0	0	0	0
PHGDH	0	0	0	0	0	0	0
PHIP	0	0	0	0	0	0	0
PHKA2	0	0	0	0	0	0	0
PHKB	0	0	0	0	0	0	0
PHKG1	0	0	0	0	0	0	0
PHKG2	0	0	0	0	0	0	0
PHLDA1	0	0	0	0	0	0	0
PHLDA2	0	0	0	0	0	0	0
PHLDA3	0	0	0	0	0	0	0
PHLDB1	0	0	0	0	0	0	0
PHLDB2	0	0	0	0	0	0	0
PHLDB3	0	0	0	0	0	0.11100290036959	0
PHLPP1	0	0	0	0	0	0	0
PHLPP2	0	0	0	0	0	0	0
PHOSPHO2	0	0	0	0	0	0	0
PHPT1	0	0	0	0	0	0	0
PHRF1	0	0	0	0	0	0	0
PHTF1	0	0	0	0	0	0	0
PHTF2	0	0	0	0	0	0	0
PHYH	0	0	0	0	0	0	0
PHYHD1	0	0	0	0	0	0	0
PHYKPL	0	0	0	0	0	0	0
PI16	0	0	0	0	0	0	0
PI4K2A	0	0	0	0	0	0	0
PI4K2B	0	0	0	0	0	0	0
PI4KA	0	0	0	0	0	0	0
PI4KB	0	0	0	0	0	0	0
PIANP	0	0	0	0	0	0	0
PIAS1	0	0	0	0	0	0	0
PIAS2	0	0	0	0	0	0	0
PIAS3	0	0	0	0	0	0	0
PIAS4	0	0	0	0	0	0	0
PIBF1	0	0	0	0	0	0	0
PICALM	0	0	0	0	0	0	0
PICK1	0	0	0	0	0	0	0
PIDD1	0	0	0	0	0	0	0
PIEZO1	0	0	0	0	0	0	0
PIF1	0	0	0	0	0	0	0
PIFO	0	0	0	0	0	0	0
PIGA	0	0	0	0	0	0	0
PIGB	0	0	0	0	0	0	0
PIGBOS1	0	0	0	0	0	0	0
PIGC	0	0	0	0	0	0	0
PIGF	0	0	0	0	0	0	0
PIGG	0	0	0	0	0	0	0
PIGH	0	0	0	0	0	0	0
PIGK	0	0	0	0	0	0	0
PIGL	0	0	0	0	0	0	0
PIGM	0	0	0	0	0	0	0
PIGN	0	0	0	0	0	0	0
PIGO	0	0	0	0	0	0	0
PIGP	0	0	0	0	0	0	0
PIGQ	0	0	0	0	0	0	0
PIGS	0	0	0	0	0	0	0
PIGT	0	0	0	0	0	0	0
PIGU	0	0	0	0	0	0	0
PIGV	0	0	0	0	0	0	0
PIGW	0	0	0	0	0	0	0
PIGX	0	0	0	0	0	0	0
PIGZ	0	0	0	0	0	0	0
PIH1D1	0	0	0	0	0	0	0
PIK3AP1	0	0	0	0	0	0	0
PIK3C2A	0	0	0	0	0	0	0
PIK3C2B	0	0	0	0	0	0	0
PIK3C3	0	0	0	0	0	0	0
PIK3CA	0	0	0	0	0	0	0
PIK3CB	0	0	0	0	0	0	0
PIK3CD	0	0	0	0	0	0	0
PIK3CD-AS1	0	0	0	0	0	0	0
PIK3CD-AS2	0	0	0	0	0	0	0
PIK3CG	0	0	0	0	0	0	0
PIK3IP1	0	0	0	0	0	0	0
PIK3IP1-AS1	0	0	0	0	0	0	0
PIK3R1	0	0	0	0	0	0	0
PIK3R2	0	0	0	0	0	0	0
PIK3R3	0	0	0	0	0	0	0
PIK3R4	0	0	0	0	0	0	0
PIK3R5	0	0	0	0	0	0	0
PIK3R6	0	0	0	0	0	0	0
PIKFYVE	0	0	0	0	0	0	0
PILRA	0	0	0	0	0	0	0
PILRB	0	0	0	0	0	0	0
PIM1	0	0	0	0	0	0	0
PIM2	0	0	0	0	0	0	0
PIM3	0	0	0	0	0	0	0
PIN1	0	0	0	0	0	0	0
PIN4	0	0	0	0	0	0	0
PINK1	0	0	0	0	0	0	0
PINK1-AS	0	0	0	0	0	0	0
PINLYP	0	0	0	0	0	0	0
PINX1	0	0	0	0	0	0	0
PIP4K2A	0	0	0	0	0	0	0
PIP4K2B	0	0	0	0	0	0	0
PIP4K2C	0	0	0	0	0	0	0
PIP5K1A	0	0	0	0	0	0	0
PIP5K1B	0	0	0	0	0	0	0
PIP5K1C	0	0	0	0	0	0	0
PIP5KL1	0	0	0	0	0	0	0
PIPOX	0	0	0	0	0	0	0
PISD	0	0	0	0	0	0	0
PITHD1	0	0	0	0	0	0	0
PITPNA	0	0	0	0	0	0	0
PITPNA-AS1	0	0	0	0	0	0	0
PITPNB	0	0	0	0	0	0	0
PITPNC1	0	0	0	0	0	0	0
PITPNM1	0	0	0	0	0	0	0
PITPNM2	0	0	0	0	0	0	0
PITPNM3	0	0	0	0	0	0	0
PITRM1	0	0	0	0	0	0	0
PIWIL1	0	0	0	0	0	0	0
PIWIL2	0	0	0	0	0	0	0
PIWIL4	0	0	0	0	0	0	0
PJA1	0	0	0	0	0	0	0
PJA2	0	0	0	0	0	0	0
PKD1	0	0	0	0	0	0	0
PKD2	0	0	0	0	0	0	0
PKD2L2	0	0	0	0	0	0	0
PKHD1L1	0	0	0	0	0	0	0
PKI55	0	0	0	0	0	0	0
PKIA	0	0	0	0	0	0	0
PKIB	0	0	0	0	0	0	0
PKIG	0	0	0	0	0	0	0
PKM	0	0	0	0	0	0	0
PKMYT1	0	0	0	0	0	0	0
PKN1	0	0	0	0	0	0	0
PKN2	0	0	0	0	0	0	0
PKN3	0	0	0	0	0	0	0
PKNOX1	0	0	0	0	0	0	0
PKP2	0	0	0	0	0	0	0
PKP3	0	0	0	0	0	0	0
PKP4	0	0	0	0	0	0	0
PLA1A	0	0	0	0	0	0	0
PLA2G12A	0	0	0	0	0	0	0
PLA2G15	0	0	0	0	0	0	0
PLA2G16	0	0	0	0	0	0	0
PLA2G1B	0	0	0	0	0	0	0
PLA2G2C	0	0	0	0	0	0	0
PLA2G4C	0	0	0	0	0	0	0
PLA2G4E-AS1	0	0	0	0	0	0	0
PLA2G6	0	0	0	0	0	0	0
PLAA	0	0	0	0	0	0	0
PLAC8	0	0	0	0	0	0	0
PLAG1	0	0	0	0	0	0	0
PLAGL1	0	0	0	0	0	0	0
PLAGL2	0	0	0	0	0	0	0
PLAT	0	0	0	0	0	0	0
PLAU	0	0	0	0	0	0	0
PLAUR	0	0	0	0	0	0	0
PLB1	0	0	0	0	0	0	0
PLBD1	0	0	0	0	0	0	0
PLBD2	0	0	0	0	0	0	0
PLCB1	0	0	0	0	0	0	0
PLCB2	0	0	0	0	0	0	0
PLCB3	0	0	0	0	0	0	0
PLCD1	0	0	0	0	0	0	0
PLCD3	0	0	0	0	0	0	0
PLCE1	0	0	0	0	0	0	0
PLCG1	0	0	0	0	0	0	0
PLCG1-AS1	0	0	0	0	0	0	0
PLCG2	0	0	0	0	0	0	0
PLCH2	0	0	0	0	0	0	0
PLCL1	0	0	0	0	0	0	0
PLCL2	0	0	0	0	0	0	0
PLCXD1	0	0	0	0	0	0	0
PLCXD2	0	0	0	0	0	0	0
PLD1	0	0	0	0	0	0	0
PLD2	0	0	0	0	0	0	0
PLD3	0	0	0	0	0	0	0
PLD4	0	0	0	0	0	0	0
PLD6	0	0	0	0	0	0	0
PLEC	0	0	0	0	0	0	0
PLEK	0	0	0.0169921144321549	0	0	0	0
PLEK2	0	0	0	0	0	0	0
PLEKHA1	0	0	0	0	0	0	0
PLEKHA2	0	0	0	0	0	0	0
PLEKHA3	0	0	0	0	0	0	0
PLEKHA4	0	0	0	0	0	0	0
PLEKHA5	0	0	0	0	0	0	0
PLEKHA7	0	0	0	0	0	0	0
PLEKHA8	0	0	0	0	0	0	0
PLEKHB1	0	0	0	0	0	0	0
PLEKHB2	0	0	0	0	0	0	0
PLEKHD1	0	0	0	0	0	0	0
PLEKHF1	0	0	0	0	0	0	0
PLEKHF2	0	0	0	0	0	0	0
PLEKHG1	0	0	0	0	0	0	0
PLEKHG2	0	0	0	0	0	0	0
PLEKHG3	0	0	0	0	0	0	0
PLEKHG4	0	0	0	0	0	0	0
PLEKHG5	0	0	0	0	0	0	0
PLEKHH1	0	0	0	0	0	0	0
PLEKHH2	0	0	0	0	0	0	0
PLEKHH3	0	0	0	0	0	0	0
PLEKHJ1	0	0	0	0	0	0	0
PLEKHM1	0	0	0	0	0	0	0
PLEKHM2	0	0	0	0	0	0	0
PLEKHM3	0	0	0	0	0	0	0
PLEKHN1	0	0	0	0	0	0	0
PLEKHO1	0	0	0	0	0	0	0
PLEKHO2	0	0	0	0	0	0	0
PLGLB1	0	0	0	0	0	0	0
PLGLB2	0	0	0	0	0	0	0
PLGRKT	0	0	0	0	0	0	0
PLIN2	0	0	0	0	0	0	0
PLIN3	0	0	0	0	0	0	0
PLK1	0	0	0	0	0	0	0
PLK2	0	0	0	0	0	0	0
PLK3	0	0	0	0	0	0	0
